Date,Ticker,Price,Qty,Value,Weight,Weight_Pct
2010-01-04,CASH,1.0,9986518,9986518,0.09987865962390284,9.99
2010-01-04,SLNH,13.183333396911621,758533,9999993,0.10001342743635178,10.0
2010-01-04,FGOVF,0.5820000171661377,17182130,10000000,0.10001349449157715,10.0
2010-01-04,JSDA,0.46000000834465027,21739130,10000000,0.10001349449157715,10.0
2010-01-04,DRS,4.6536078453063965,2148870,9999998,0.10001347959041595,10.0
2010-01-04,ADEA,4.876839637756348,2050508,9999999,0.10001348704099655,10.0
2010-01-04,TBHC,16.989898681640625,588585,10000000,0.10001349449157715,10.0
2010-01-04,HLIO,14.996603965759277,666817,9999990,0.10001339763402939,10.0
2010-01-04,ALTX,0.12999999523162842,76923080,10000000,0.10001349449157715,10.0
2010-01-04,CCEL,1.2432341575622559,8043537,10000000,0.10001349449157715,10.0
2010-01-05,CASH,1.0,9986518,9986518,0.09694796907549325,9.69
2010-01-05,SLNH,16.950000762939453,758533,12857135,0.12481559067964554,12.48
2010-01-05,FGOVF,0.5400000214576721,17182130,9278351,0.09007316827774048,9.01
2010-01-05,JSDA,0.46000000834465027,21739130,10000000,0.0970788523554802,9.71
2010-01-05,DRS,4.911041736602783,2148870,10553190,0.10244915634393692,10.24
2010-01-05,ADEA,4.9280476570129395,2050508,10105001,0.09809818863868713,9.81
2010-01-05,TBHC,16.838878631591797,588585,9911111,0.09621592611074448,9.62
2010-01-05,HLIO,14.795856475830078,666817,9866129,0.09577924758195877,9.58
2010-01-05,ALTX,0.12999999523162842,76923080,10000000,0.0970788523554802,9.71
2010-01-05,CCEL,1.2993801832199097,8043537,10451613,0.10146305710077286,10.15
2010-01-06,CASH,1.0,9986518,9986518,0.09562081673444867,9.56
2010-01-06,SLNH,16.008333206176758,758533,12142849,0.11626766622066498,11.63
2010-01-06,FGOVF,0.5699999928474426,17182130,9793814,0.093775674700737,9.38
2010-01-06,JSDA,0.4699999988079071,21739130,10217391,0.09783142060041428,9.78
2010-01-06,DRS,5.346698760986328,2148870,11489361,0.110010527074337,11.0
2010-01-06,ADEA,4.790815353393555,2050508,9823605,0.09406092762947083,9.41
2010-01-06,TBHC,16.725610733032227,588585,9844444,0.09426046162843704,9.43
2010-01-06,HLIO,14.578821182250977,666817,9721406,0.09308236837387085,9.31
2010-01-06,ALTX,0.12999999523162842,76923080,10000000,0.09574990719556808,9.57
2010-01-06,CCEL,1.419693112373352,8043537,11419354,0.10934020578861237,10.93
2010-01-07,CASH,1.0,9986518,9986518,0.09871278327695682,9.87
2010-01-07,SLNH,14.313333511352539,758533,10857136,0.10731849819421768,10.73
2010-01-07,FGOVF,0.5759999752044678,17182130,9896906,0.0978270024061203,9.78
2010-01-07,JSDA,0.44999998807907104,21739130,9782608,0.09669721126556396,9.67
2010-01-07,DRS,5.188277244567871,2148870,11148933,0.11020279675722122,11.02
2010-01-07,ADEA,4.100563049316406,2050508,8408237,0.08311209827661514,8.31
2010-01-07,TBHC,16.41412925720215,588585,9661110,0.09549625217914581,9.55
2010-01-07,HLIO,14.909796714782715,666817,9942106,0.09827379137277603,9.83
2010-01-07,ALTX,0.12999999523162842,76923080,10000000,0.09884604811668396,9.88
2010-01-07,CCEL,1.4277141094207764,8043537,11483871,0.1135135293006897,11.35
2010-01-08,CASH,1.0,1470019,1470019,0.014534457649075731,1.45
2010-01-08,SLNH,13.936666488647461,758533,10571421,0.10452236980199814,10.45
2010-01-08,FGOVF,0.5699999928474426,17182130,9793814,0.0968339666724205,9.68
2010-01-08,ADEA,4.155863285064697,2050508,8521631,0.08425556868314743,8.43
2010-01-08,TBHC,16.442447662353516,588585,9677778,0.09568668901920319,9.57
2010-01-08,ALTX,0.12999999523162842,76923080,10000000,0.0988725870847702,9.89
2010-01-08,CCEL,1.323442816734314,8043537,10645161,0.10525145381689072,10.53
2010-01-08,CRAWA,4.010000228881836,2522472,10115113,0.10001073777675629,10.0
2010-01-08,ESMC,1.6699999570846558,6056954,10115113,0.10001073777675629,10.0
2010-01-08,IWSH,1.5,6743409,10115114,0.10001074522733688,10.0
2010-01-08,ALNT,1.6817545890808105,6014619,10115113,0.10001073777675629,10.0
2010-01-11,CASH,1.0,1470019,1470019,0.014673622525999326,1.47
2010-01-11,SLNH,13.936666488647461,758533,10571421,0.10552315413951874,10.55
2010-01-11,FGOVF,0.5699999928474426,17182130,9793814,0.0977611392736435,9.78
2010-01-11,ADEA,4.149717807769775,2050508,8509030,0.08493651449680328,8.49
2010-01-11,TBHC,16.05545425415039,588585,9450000,0.09432920813560486,9.43
2010-01-11,ALTX,0.12099999934434891,76923080,9307693,0.09290871024131775,9.29
2010-01-11,CCEL,1.323442816734314,8043537,10645161,0.10625921934843063,10.63
2010-01-11,CRAWA,4.010000228881836,2522472,10115113,0.10096832364797592,10.1
2010-01-11,ESMC,1.690000057220459,6056954,10236253,0.10217753052711487,10.22
2010-01-11,IWSH,1.5,6743409,10115114,0.10096833109855652,10.1
2010-01-11,ALNT,1.6572027206420898,6014619,9967443,0.09949429333209991,9.95
2010-01-12,CASH,1.0,11262364,11262364,0.10901560713864789,10.9
2010-01-12,SLNH,18.83333396911621,758533,14285705,0.13828045129776,13.83
2010-01-12,ADEA,4.055500030517578,2050508,8315835,0.08049427717924118,8.05
2010-01-12,TBHC,15.48912525177002,588585,9116667,0.08824604004621506,8.82
2010-01-12,ALTX,0.12099999934434891,76923080,9307693,0.09009510278701782,9.01
2010-01-12,CCEL,1.323442816734314,8043537,10645161,0.10304130613803864,10.3
2010-01-12,CRAWA,4.010000228881836,2522472,10115113,0.09791063517332077,9.79
2010-01-12,ESMC,1.649999976158142,6056954,9993974,0.0967380478978157,9.67
2010-01-12,IWSH,1.5,6743409,10115114,0.09791064262390137,9.79
2010-01-12,ALNT,1.6878914833068848,6014619,10152024,0.09826792031526566,9.83
2010-01-13,CASH,1.0,590582,590582,0.0057040336492996824,0.57
2010-01-13,SLNH,18.83333396911621,758533,14285705,0.1379760056734085,13.8
2010-01-13,ADEA,4.162007808685303,2050508,8534230,0.08242637664079666,8.24
2010-01-13,TBHC,16.21591567993164,588585,9544445,0.09218336641788483,9.22
2010-01-13,ALTX,0.12099999934434891,76923080,9307693,0.08989673852920532,8.99
2010-01-13,CCEL,1.323442816734314,8043537,10645161,0.1028144359588623,10.28
2010-01-13,CRAWA,4.010000228881836,2522472,10115113,0.09769506007432938,9.77
2010-01-13,ESMC,1.600000023841858,6056954,9691127,0.0936000645160675,9.36
2010-01-13,IWSH,1.5,6743409,10115114,0.09769507497549057,9.77
2010-01-13,PCSV,0.8999999761581421,11504691,10354222,0.10000445693731308,10.0
2010-01-13,MMTIF,0.5899999737739563,17549530,10354222,0.10000445693731308,10.0
2010-01-14,CASH,1.0,15731158,15731158,0.15220367342503144,15.22
2010-01-14,ADEA,4.1251397132873535,2050508,8458632,0.08183979988098145,8.18
2010-01-14,TBHC,16.027137756347656,588585,9433333,0.0912703275680542,9.13
2010-01-14,ALTX,0.12099999934434891,76923080,9307693,0.0900547206401825,9.01
2010-01-14,CCEL,1.323442816734314,8043537,10645161,0.1029951274394989,10.3
2010-01-14,CRAWA,4.010000228881836,2522472,10115113,0.09786675125360489,9.79
2010-01-14,ESMC,1.590000033378601,6056954,9630557,0.09317852556705475,9.32
2010-01-14,IWSH,1.4700000286102295,6743409,9912811,0.09590942412614822,9.59
2010-01-14,PCSV,0.9100000262260437,11504691,10469269,0.10129331797361374,10.13
2010-01-14,MMTIF,0.550000011920929,17549530,9652242,0.09338833391666412,9.34
2010-01-15,CASH,1.0,5273867,5273867,0.05044076238209438,5.04
2010-01-15,ADEA,3.8732070922851562,2050508,7942042,0.0759599432349205,7.6
2010-01-15,TBHC,15.715656280517578,588585,9250000,0.08846962451934814,8.85
2010-01-15,ALTX,0.14399999380111694,76923080,11076923,0.10594283789396286,10.59
2010-01-15,CCEL,1.2111507654190063,8043537,9741936,0.09317464381456375,9.32
2010-01-15,CRAWA,4.010000228881836,2522472,10115113,0.09674381464719772,9.67
2010-01-15,ESMC,1.5700000524520874,6056954,9509418,0.09095077216625214,9.1
2010-01-15,IWSH,1.4700000286102295,6743409,9912811,0.09480894356966019,9.48
2010-01-15,PCSV,0.9800000190734863,11504691,11274597,0.10783345252275467,10.78
2010-01-15,MMTIF,0.5699999928474426,17549530,10003232,0.09567375481128693,9.57
2010-01-15,PKTX,0.0949999988079071,110060240,10455723,0.1000015065073967,10.0
2010-01-19,CASH,1.0,5273867,5273867,0.05083872908377932,5.08
2010-01-19,ADEA,3.9653775691986084,2050508,8131038,0.07838112860918045,7.84
2010-01-19,TBHC,15.621268272399902,588585,9194444,0.08863209187984467,8.86
2010-01-19,ALTX,0.14399999380111694,76923080,11076923,0.10677870362997055,10.68
2010-01-19,CCEL,1.219171404838562,8043537,9806450,0.09453167021274567,9.45
2010-01-19,CRAWA,4.099999904632568,2522472,10342135,0.09969553351402283,9.97
2010-01-19,ESMC,1.5700000524520874,6056954,9509418,0.09166835993528366,9.17
2010-01-19,IWSH,1.5,6743409,10115114,0.09750711172819138,9.75
2010-01-19,PCSV,0.949999988079071,11504691,10929456,0.10535716265439987,10.54
2010-01-19,MMTIF,0.5699999928474426,17549530,10003232,0.09642859548330307,9.64
2010-01-19,PKTX,0.08500000089406967,110060240,9355120,0.09018096327781677,9.02
2010-01-20,CASH,1.0,5273867,5273867,0.051185143565428456,5.12
2010-01-20,ADEA,3.936701536178589,2050508,8072238,0.07834453880786896,7.83
2010-01-20,TBHC,15.234275817871094,588585,8966666,0.08702534437179565,8.7
2010-01-20,ALTX,0.14399999380111694,76923080,11076923,0.10750629007816315,10.75
2010-01-20,CCEL,1.2111507654190063,8043537,9741936,0.09454967081546783,9.45
2010-01-20,CRAWA,4.099999904632568,2522472,10342135,0.10037486255168915,10.04
2010-01-20,ESMC,1.5700000524520874,6056954,9509418,0.09229298681020737,9.23
2010-01-20,IWSH,1.5,6743409,10115114,0.09817152470350266,9.82
2010-01-20,PCSV,0.949999988079071,11504691,10929456,0.10607506334781647,10.61
2010-01-20,MMTIF,0.550000011920929,17549530,9652242,0.09367915242910385,9.37
2010-01-20,PKTX,0.08500000089406967,110060240,9355120,0.09079545736312866,9.08
2010-01-21,CASH,1.0,14749192,14749192,0.14947617436131766,14.95
2010-01-21,ADEA,3.8670637607574463,2050508,7929445,0.08036122471094131,8.04
2010-01-21,TBHC,14.52636432647705,588585,8550000,0.08665025979280472,8.67
2010-01-21,ALTX,0.11999999731779099,76923080,9230769,0.09354953467845917,9.35
2010-01-21,CCEL,1.2111507654190063,8043537,9741936,0.09872997552156448,9.87
2010-01-21,CRAWA,4.099999904632568,2522472,10342135,0.10481271147727966,10.48
2010-01-21,ESMC,1.5700000524520874,6056954,9509418,0.09637351334095001,9.64
2010-01-21,IWSH,1.4199999570846558,6743409,9575640,0.09704463928937912,9.7
2010-01-21,PCSV,0.8899999856948853,11504691,10239175,0.10376925766468048,10.38
2010-01-21,PKTX,0.07999999821186066,110060240,8804819,0.08923272788524628,8.92
2010-01-22,CASH,1.0,3582562,3582562,0.03618236363247071,3.62
2010-01-22,ADEA,3.7134456634521484,2050508,7614450,0.07690273225307465,7.69
2010-01-22,TBHC,14.686824798583984,588585,8644445,0.08730524778366089,8.73
2010-01-22,CCEL,1.2111507654190063,8043537,9741936,0.09838943928480148,9.84
2010-01-22,CRAWA,4.099999904632568,2522472,10342135,0.10445119440555573,10.45
2010-01-22,IWSH,1.4199999570846558,6743409,9575640,0.09670992195606232,9.67
2010-01-22,MCUJF,0.44999998807907104,22006048,9902721,0.10001330077648163,10.0
2010-01-22,ARMP,1190.0,8321,9901990,0.10000591725111008,10.0
2010-01-22,SFRX,0.009399999864399433,1053480960,9902721,0.10001330077648163,10.0
2010-01-22,FKYS,7.268091678619385,1362492,9902717,0.10001326352357864,10.0
2010-01-22,TIMB,9.694336891174316,1021495,9902717,0.10001326352357864,10.0
2010-01-25,CASH,1.0,3582562,3582562,0.035346954371655394,3.53
2010-01-25,ADEA,3.768747091293335,2050508,7727846,0.07624594122171402,7.62
2010-01-25,TBHC,14.969988822937012,588585,8811111,0.08693385869264603,8.69
2010-01-25,CCEL,1.2111507654190063,8043537,9741936,0.09611774235963821,9.61
2010-01-25,CRAWA,4.099999904632568,2522472,10342135,0.10203953832387924,10.2
2010-01-25,IWSH,1.4199999570846558,6743409,9575640,0.09447699785232544,9.45
2010-01-25,MCUJF,0.6000000238418579,22006048,13203629,0.13027215003967285,13.03
2010-01-25,ARMP,1120.0,8321,9319520,0.09195002168416977,9.2
2010-01-25,SFRX,0.008999999612569809,1053480960,9481328,0.09354647994041443,9.35
2010-01-25,FKYS,7.053401947021484,1362492,9610204,0.09481801837682724,9.48
2010-01-25,TIMB,9.748723983764648,1021495,9958273,0.09825220704078674,9.83
2010-01-26,CASH,1.0,3582562,3582562,0.036762740488296794,3.68
2010-01-26,ADEA,3.727782964706421,2050508,7643849,0.07843795418739319,7.84
2010-01-26,TBHC,14.6301908493042,588585,8611111,0.08836358785629272,8.84
2010-01-26,CCEL,1.2031298875808716,8043537,9677420,0.09930559992790222,9.93
2010-01-26,CRAWA,4.099999904632568,2522472,10342135,0.10612662881612778,10.61
2010-01-26,IWSH,1.399999976158142,6743409,9440772,0.09687722474336624,9.69
2010-01-26,MCUJF,0.44999998807907104,22006048,9902721,0.10161754488945007,10.16
2010-01-26,ARMP,1050.0,8321,8737050,0.08965592086315155,8.97
2010-01-26,SFRX,0.009399999864399433,1053480960,9902721,0.10161754488945007,10.16
2010-01-26,FKYS,7.37990665435791,1362492,10055064,0.10318082571029663,10.32
2010-01-26,TIMB,9.354424476623535,1021495,9555498,0.09805449098348618,9.81
2010-01-27,CASH,1.0,13923146,13923146,0.14163434905075972,14.16
2010-01-27,ADEA,3.832242727279663,2050508,7858044,0.07993660122156143,7.99
2010-01-27,TBHC,14.743456840515137,588585,8677778,0.08827541023492813,8.83
2010-01-27,CCEL,1.2031298875808716,8043537,9677420,0.09844435006380081,9.84
